i,IDA Return Value,t,y[0],y[1],y[2],y[3],y[4],y[5],y[6],y[7],y[8],y[9],y[10],y[11],y[12],y[13],y[14],y[15],y[16],y[17],y[18],y[19],y[20],y[21],y[22],y[23],y[24]
108,0,0.45,0.5539861665683932,7.757365497173494e-08,0.9954730344396765,0.9712999863981707,0.3068803874009979,-1.186746884246982e-50,-0.2805763541951978,0.9858038152230751,1.024954798948458,0,0.2805763759605203,0.9858038916954814,1.000004593712086,0.483463055610482,0.8768035574975662,1.000004671286077,0.05011648416116578,0.9999995777022623,1.914050274100913,1.555562822000564,-5.477596580193733,0.9949883515838835,0.1000004671286077,1,0
109,0,0.4541666666666667,0.5539862861862367,7.395467420434703e-08,0.9954730337396998,0.9712999754627619,0.3068804582153582,-1.180172119914906e-50,-0.2805764189397557,0.9858038104289258,1.0249548203234,0,0.2805764396896807,0.9858038833337269,1.000004809269713,0.4834632504921746,0.8768036932047268,1.000004883224721,0.05011650943821544,0.9999995777022623,1.914050274100913,1.555563151682898,-5.477596540873877,0.9949883490561786,0.1000004883224721,1,0
110,0,0.4583333333333333,0.5539863999073139,7.019712850171343e-08,0.9954730328222814,0.9712999646036024,0.3068805269566146,-1.173633782411751e-50,-0.2805764817889043,0.9858038055348108,1.024954833289488,0,0.280576501484555,0.9858038747354088,1.000005009632195,0.483463433450133,0.8768038179097959,1.000005079829654,0.05011653317115144,0.9999995777022623,1.914050274100913,1.555563457512794,-5.477596503955976,0.9949883466828852,0.1000005079829654,1,0
111,0,0.4625,0.5539865074602017,6.631333617006711e-08,0.995473031699478,0.9712999538576294,0.3068805934451868,-1.167131670452257e-50,-0.2805765425784561,0.9858038005627393,1.024954835284226,0,0.2805765611844125,0.9858038659346793,1.000005194383848,0.4834636040964586,0.8768039313623683,1.000005260697512,0.0501165552867812,0.9999995777022623,1.914050274100913,1.555563738862795,-5.477596469553887,0.9949883444713223,0.1000005260697512,1,0
112,0,0.4666666666666667,0.5539866086833551,6.231353297649342e-08,0.995473030381733,0.9712999432518241,0.3068806575624422,-1.160665582922986e-50,-0.280576601199947,0.9858037955297698,1.024954829495327,0,0.2805766186836602,0.9858038569586878,1.000005363317242,0.4834637622244611,0.8768040334489882,1.0000054256311,0.05011657573952825,0.9999995777022623,1.914050274100913,1.555563995426154,-5.477596437738507,0.9949883424260475,0.10000054256311,1,0
113,0,0.4708333333333333,0.5539867038619339,5.81972436830767e-08,0.9954730288703454,0.9712999327686676,0.3068807194484942,-1.154235315478305e-50,-0.2805766577814802,0.9858037904296749,1.024954844630355,0,0.2805766741102613,0.9858038478007392,1.000005517035148,0.4834639083448749,0.8768041245794473,1.000005575232702,0.05011659459477149,0.9999995777022623,1.914050274100913,1.555564228139758,-5.477596408408127,0.9949883405405232,0.1000005575232702,1,0
114,0,0.475,0.5539867924517153,5.398597150127637e-08,0.9954730271860039,0.9712999224770065,0.3068807787528298,-1.147840673436694e-50,-0.2805767120025871,0.9858037853024059,1.024954860018262,0,0.2805767271497853,0.9858038385219816,1.000005654670016,0.4834640416543728,0.8768042042232681,1.000005708656279,0.05011661171310956,0.9999995777022623,1.914050274100913,1.555564435687545,-5.477596381779599,0.9949883388286894,0.100000570865628,1,0
115,0,0.4791666666666667,0.5539868742825775,4.969236854633336e-08,0.995473025341876,0.9712999124086339,0.3068808353410462,-1.141481459618194e-50,-0.2805767637403848,0.9858037801685801,1.024954876246408,0,0.2805767776828988,0.9858038291555058,1.000005776034743,0.4834641619514686,0.8768042722899514,1.000005825727383,0.05011662704813224,0.9999995777022623,1.914050274100913,1.55556461779815,-5.477596357925118,0.9949883372951872,0.1000005825727383,1,0
116,0,0.4833333333333333,0.5539869491978675,4.532947408367947e-08,0.9954730233516715,0.971299902595272,0.3068808890830719,-1.135157477988981e-50,-0.2805768128759512,0.9858037750491129,1.02495489399378,0,0.2805768255943383,0.9858038197350809,1.000005880978186,0.4834642690624051,0.8768043287153787,1.000005926307906,0.05011664055719162,0.9999995777022623,1.914050274100913,1.555564774256742,-5.477596336911024,0.9949883359442814,0.1000005926307906,1,0
117,0,0.4875,0.5539870170544027,4.091071452893691e-08,0.9954730212296438,0.9712998930685728,0.3068809398531684,-1.128868533661366e-50,-0.280576859294325,0.9858037699652168,1.024954914030992,0,0.2805768707729094,0.9858038102951552,1.00000596938516,0.4834643628411553,0.8768043734618111,1.000006010296092,0.05011665220140208,0.9999995777022623,1.914050274100913,1.555564904905031,-5.477596318797805,0.9949883347798603,0.1000006010296092,1,0
118,0,0.4916666666666666,0.5539870777224702,3.644990344791862e-08,0.9954730189905879,0.9712998838601179,0.306880987529929,-1.122614432893798e-50,-0.2805769028845059,0.9858037649384019,1.024954937220288,0,0.2805769131114872,0.9858038008708562,1.000006041176437,0.4834644431694219,0.8768044065178897,1.000006077626526,0.05011666194564027,0.9999995777022623,1.914050274100913,1.555565009641261,-5.477596303640098,0.9949883338054363,0.1000006077626526,1,0
119,0,0.4958333333333333,0.5539871310858273,3.19612415566281e-08,0.9954730166498428,0.9712998750014183,0.3068810319962792,-1.116394983090862e-50,-0.2805769435394545,0.9858037599904754,1.024954964515537,0,0.2805769525070166,0.9858037914979906,1.000006096308749,0.4834645099566369,0.8768044278986354,1.00000612827014,0.05011666975854514,0.9999995777022623,1.914050274100913,1.555565088420216,-5.477596291486686,0.9949883330241457,0.100000612827014,1,0
120,0,0.5,0.5539871774378066,2.743193272300886e-08,0.9954730142033987,0.9712998664649736,0.3068810734254552,-1.110209988422201e-50,-0.2805769814175582,0.9858037551080314,1.024954982593947,0,0.2805769891142982,0.9858037821505374,1.000006135309038,0.4834645636615256,0.8768044379417945,1.000006162741087,0.05011667572148905,0.9999995777022623,1.914050274100913,1.555565142041689,-5.477596282210992,0.9949883324278512,0.1000006162741086,1,0
121,0,0.5041666666666667,0.5539872166433459,2.288011542169559e-08,0.9954730116699775,0.9712998582889628,0.3068811116760103,-1.104059259090784e-50,-0.2805770163894941,0.9858037503175747,1.024954994252501,0,0.2805770228090979,0.9858037728728822,1.000006158144234,0.4834646041887274,0.8768044366809133,1.000006181024433,0.05011667979804694,0.9999995777022623,1.914050274100913,1.55556517048245,-5.477596275869677,0.9949883320201954,0.1000006181024433,1,0
122,0,0.5083333333333333,0.5539872486313512,1.832082419916784e-08,0.9954730090663081,0.9712998505039808,0.3068811466472879,-1.09794260588719e-50,-0.2805770483632337,0.9858037456413802,1.024955000548049,0,0.280577053503605,0.9858037637021213,1.000006164885334,0.483464631537104,0.8768044242136982,1.000006183206212,0.05011668196944834,0.9999995777022623,1.914050274100913,1.555565173876328,-5.477596272491943,0.9949883318030552,0.1000006183206212,1,0
123,0,0.5125,0.5539872734274708,1.376372380030669e-08,0.9954730064054802,0.9712998431281598,0.3068811783030856,-1.0918598398271e-50,-0.2805770773056773,0.985803741094555,1.024954999608419,0,0.2805770811674322,0.9858037546628894,1.00000615575161,0.4834646458428947,0.8768044007265356,1.000006169515361,0.05011668224359414,0.9999995777022623,1.914050274100913,1.55556515257945,-5.477596272065495,0.9949883317756407,0.1000006169515361,1,0
124,0,0.5166666666666666,0.553987291082534,9.218056570817642e-09,0.9954730037005386,0.9712998361778199,0.306881206619987,-1.085810772942811e-50,-0.2805771031954158,0.9858037366914538,1.024954989228298,0,0.2805771057817642,0.9858037457786519,1.000006131014088,0.4834646472854877,0.8768043664409535,1.00000614023215,0.05011668063536898,0.9999995777022623,1.914050274100913,1.555565107027787,-5.477596274567181,0.9949883319364632,0.1000006140232149,1,0
125,0,0.5208333333333334,0.5539873016732165,4.692596334317695e-09,0.9954730009644489,0.9712998296673688,0.3068812315878441,-1.079795218275861e-50,-0.2805771260231711,0.9858037324456189,1.024954966845031,0,0.2805771273397855,0.9858037370716007,1.000006090996443,0.4834646360882984,0.876804321614119,1.000006095689028,0.05011667716682485,0.9999995777022623,1.914050274100913,1.555565037738488,-5.477596279962699,0.9949883322833174,0.1000006095689028,1,0
126,0,0.525,0.5539873053027086,1.956022694229739e-10,0.9954729982100651,0.971299823609203,0.3068812532102589,-1.073812989869652e-50,-0.2805771457922364,0.9858037283697214,1.024954929514424,0,0.2805771458471075,0.9858037285625484,1.000006036075904,0.4834646125196475,0.8768042665393389,1.000006036271489,0.05011667186736462,0.9999995777022623,1.914050274100913,1.555564945311204,-5.477596288206312,0.9949883328132637,0.1000006036271489,1,0
127,0,0.5291666666666667,0.5539873018972979,-4.258881539955436e-09,0.9954729954502395,0.9712998180270395,0.3068812714064666,-1.067863903648625e-50,-0.2805771624287695,0.9858037244809598,1.024954892080878,0,0.2805771612338244,0.9858037202825387,1.000005966249196,0.4834645765513467,0.8768042012427416,1.000005961990289,0.05011666470049753,0.9999995777022623,1.914050274100913,1.555564829762671,-5.47759629935478,0.9949883335299503,0.1000005961990289,1,0
128,0,0.5333333333333333,0.5539872913518241,-8.655574172169099e-09,0.9954729926976877,0.9712998129462884,0.3068812860817682,-1.061947776781917e-50,-0.2805771758461882,0.9858037207971279,1.024954874245196,0,0.280577173417636,0.9858037122644302,1.000005881442015,0.4834645281024168,0.87680412569932,1.000005872786399,0.05011665561611634,0.9999995777022623,1.914050274100913,1.555564691001064,-5.477596313486043,0.9949883344383884,0.1000005872786398,1,0
129,0,0.5375,0.5539872739762809,-1.299186963056257e-08,0.9954729899646384,0.9712998083646035,0.3068812973434542,-1.056064425738792e-50,-0.2805771861425869,0.985803717324624,1.024954860784771,0,0.2805771824973724,0.9858037045171897,1.000005782460341,0.4834644677878965,0.876804040497284,1.000005769468411,0.05011664471112506,0.9999995777022623,1.914050274100913,1.555564530284195,-5.477596330449367,0.9949883355288875,0.1000005769468411,1,0
130,0,0.5416666666666666,0.553987249897853,-1.725926950259097e-08,0.9954729872632238,0.9712998042911825,0.3068813052120732,-1.050213668881772e-50,-0.280577193336753,0.9858037140744065,1.024954854897976,0,0.2805771884942045,0.9858036970601536,1.000005669715493,0.4834643959156875,0.8768039459473905,1.000005652456142,0.05011663201423957,0.9999995777022623,1.914050274100913,1.55556434826511,-5.47759635020008,0.994988336798576,0.1000005652456142,1,0
131,0,0.5458333333333333,0.5539872192614412,-2.144964336150836e-08,0.9954729846053052,0.9712998007335135,0.3068813097184702,-1.044395325591055e-50,-0.2805771974568873,0.985803711056588,1.024954860362363,0,0.2805771914386134,0.9858036899114492,1.000005543650981,0.4834643128226385,0.8768038423809689,1.000005522201232,0.05011661755807871,0.9999995777022623,1.914050274100913,1.555564145646361,-5.477596372687438,0.994988338244192,0.1000005522201232,1,0
132,0,0.55,0.5539871822296248,-2.555525292820177e-08,0.9954729820024399,0.971299797697323,0.3068813109039267,-1.038609216260202e-50,-0.2805771985407329,0.9858037082803933,1.024954881573424,0,0.2805771913705125,0.9858036830879301,1.000005404741903,0.4834642188742398,0.8768037301493673,1.000005379186514,0.05011660137909377,0.9999995777022623,1.914050274100913,1.555563923179022,-5.477596397854744,0.9949883398620902,0.1000005379186514,1,0
133,0,0.5541666666666667,0.5539871389826199,-2.956877623302474e-08,0.995472979465848,0.9712997951865224,0.3068813088203011,-1.03285516229183e-50,-0.2805771966357035,0.9858037057541189,1.024954923583362,0,0.2805771883393683,0.985803676605111,1.000005253494336,0.4834641144643161,0.8768036096234012,1.000005223925384,0.05011658351749792,0.9999995777022623,1.914050274100913,1.555563681661708,-5.477596425639438,0.9949883416482496,0.1000005223925384,1,0
134,0,0.5583333333333333,0.5539870896998775,-3.34821437384969e-08,0.9954729770065791,0.971299793205058,0.3068813035174388,-1.027132986114321e-50,-0.2805771917873716,0.9858037034859736,1.024954988481188,0,0.2805771823930171,0.9858036704791557,1.000005090417145,0.483463999987683,0.8768034811773121,1.000005056934776,0.05011656401379787,0.9999995777022623,1.914050274100913,1.555563421898539,-5.477596455978514,0.9949883435986194,0.1000005056934776,1,0
135,0,0.5625,0.5539870342325676,-3.726537809867766e-08,0.9954729746390455,0.9712997917907825,0.3068812948163007,-1.021442511552434e-50,-0.2805771838320453,0.9858037014997438,1.024955010192283,0,0.280577173376195,0.9858036647634004,1.000004915529472,0.4834638753577029,0.8768033449120287,1.000004878263844,0.05011654284813891,0.9999995777022623,1.914050274100913,1.555563143965977,-5.477596488902865,0.9949883457151852,0.1000004878263843,1,0
136,0,0.5666666666666667,0.5539869729727194,-4.092284556366874e-08,0.995472972371525,0.9712997909253609,0.3068812829116331,-1.015783562827892e-50,-0.2805771729477776,0.9858036997930634,1.024955027673827,0,0.2805771614657201,0.9858036594511758,1.000004729665739,0.4834637412856582,0.8768032013876635,1.000004688742622,0.05011652010103659,0.9999995777022623,1.914050274100913,1.555562849155188,-5.477596524287242,0.9949883479898954,0.1000004688742622,1,0
137,0,0.5708333333333333,0.5539869061106771,-4.444524737402429e-08,0.9954729702142127,0.9712997906111367,0.3068812678573907,-1.010155965405148e-50,-0.2805771591838985,0.9858036983729865,1.024955037032501,0,0.2805771467135324,0.9858036545587028,1.000004533359711,0.4834635981872643,0.8768030509967454,1.000004488914178,0.0501164958159389,0.9999995777022623,1.914050274100913,1.555562538310941,-5.477596562064057,0.9949883504184052,0.1000004488914178,1,0
138,0,0.575,0.5539868338457823,-4.782327562605738e-08,0.9954729681768935,0.9712997908492489,0.3068812497129533,-1.004559545745821e-50,-0.2805771425946987,0.9858036972458399,1.024955033543264,0,0.2805771291765353,0.9858036501014835,1.000004327160423,0.483463446492609,0.8768028941413861,1.000004279336855,0.05011647003814058,0.9999995777022623,1.914050274100913,1.555562212301772,-5.477596602162855,0.9949883529961849,0.1000004279336855,1,0
139,0,0.5791666666666666,0.5539867563858337,-5.104760493040859e-08,0.9954729662689141,0.9712997916396324,0.3068812285429191,-9.989941313049606e-51,-0.280577123239239,0.9858036964172053,1.024955011588021,0,0.2805771089164076,0.9858036460942925,1.000004111630817,0.4834632866451058,0.8768027312323062,1.000004060582924,0.05011644281461948,0.9999995777022623,1.914050274100913,1.55556187201788,-5.477596644510558,0.9949883557185373,0.1000004060582924,1,0
140,0,0.5833333333333334,0.5539866739465449,-5.410888407061476e-08,0.9954729644991566,0.9712997929810161,0.306881204416896,-9.934595505273141e-51,-0.280577101181161,0.9858036958919031,1.024954964594295,0,0.2805770859994164,0.9858036425511689,1.000003887346384,0.4834631191004488,0.8768025626878573,1.000003833237231,0.05011641419387315,0.9999995777022623,1.914050274100913,1.555561518369025,-5.477596689031727,0.9949883585806123,0.1000003833237231,1,0
141,0,0.5875,0.5539865867510029,-5.699772766167739e-08,0.9954729628760096,0.9712997948709229,0.3068811774092938,-9.879556328435874e-51,-0.2805770764884966,0.985803695673976,1.024954884973896,0,0.280577060496229,0.9858036394854066,1.000003654893803,0.4834629443255654,0.8768023889330461,1.000003597895845,0.05011638422575521,0.9999995777022623,1.914050274100913,1.555561152282425,-5.477596735648815,0.9949883615774245,0.1000003597895845,1,0
142,0,0.5916666666666667,0.5539864951617927,-5.972552061981302e-08,0.9954729614089667,0.9712997973007477,0.306881147657504,-9.824822072849119e-51,-0.2805770492868608,0.9858036957656786,1.024954825401981,0,0.2805770325292521,0.9858036368880396,1.000003415171491,0.483462762967653,0.8768022106332243,1.00000335544577,0.05011635307067471,0.9999995777022623,1.914050274100913,1.555560775137864,-5.477596784112285,0.9949883646929329,0.1000003355445769,1,0
143,0,0.5958333333333333,0.5539863994372631,-6.228625751659146e-08,0.9954729601056193,0.9712998002647778,0.3068811152546612,-9.770391050121077e-51,-0.2805770196614047,0.9858036961692813,1.02495478631165,0,0.2805770021853221,0.9858036347672574,1.000003168834806,0.4834625755413541,0.876802028262943,1.00000310654837,0.0501163207989578,0.9999995777022623,1.914050274100913,1.555560387964131,-5.47759683431274,0.9949883679201048,0.100000310654837,1,0
144,0,0.6,0.553986299804476,-6.466806337635942e-08,0.9954729589725307,0.9712998037574652,0.3068810802817778,-9.716261585465064e-51,-0.2805769876861973,0.9858036968865023,1.024954749811779,0,0.2805769695418441,0.9858036331364843,1.00000291646193,0.4834623825219261,0.87680184223497,1.00000285179371,0.05011628745126502,0.9999995777022623,1.914050274100913,1.555559991679106,-5.477596886186936,0.9949883712548744,0.1000002851793711,1,0
145,0,0.6041666666666666,0.5539861965457024,-6.686684019992054e-08,0.9954729580162728,0.9712998077701982,0.3068810428458439,-9.662432008596472e-51,-0.2805769534590579,0.9858036979178403,1.024954719869882,0,0.2805769346977866,0.9858036320002594,1.000002658750583,0.4834621844557818,0.8768016530532708,1.00000259188361,0.05011625311017863,0.9999995777022623,1.914050274100913,1.555559587374505,-5.477596939606407,0.9949883746889832,0.1000002591883609,1,0
146,0,0.6083333333333333,0.5539860899525906,-6.887915320826932e-08,0.9954729572428452,0.9712998122929806,0.3068810030596855,-9.608900658412813e-51,-0.2805769170831416,0.9858036992628966,1.024954701309401,0,0.2805768977572668,0.9858036313615697,1.000002396413598,0.4834619819013788,0.8768014612319199,1.000002327534328,0.05011621786270296,0.9999995777022623,1.914050274100913,1.555559176164512,-5.477596994435816,0.9949883782137308,0.1000002327534329,1,0
147,0,0.6125,0.5539859803258941,-7.070226489606857e-08,0.9954729566576503,0.9712998173144207,0.306880961041876,-9.555665882928215e-51,-0.2805768786668587,0.9858037009203561,1.024954699873328,0,0.2805768588294615,0.9858036312217989,1.000002130178166,0.48346177542852,0.8768012672946015,1.000002059475795,0.05011618180032369,0.9999995777022623,1.914050274100913,1.555558759184571,-5.47759705053285,0.9949883818199685,0.1000002059475795,1,0
148,0,0.6166666666666667,0.553985867975201,-7.233416908512673e-08,0.9954729562654698,0.9712998228217203,0.3068809169166472,-9.502726039207921e-51,-0.2805768383237922,0.9858037028879684,1.024954722287817,0,0.280576818028515,0.9858036315806751,1.000001860785098,0.483461565617654,0.8768010717741127,1.000001788450823,0.05011614501906698,0.9999995777022623,1.914050274100913,1.55555833759017,-5.477597107748132,0.9949883854980939,0.1000001788450823,1,0
149,0,0.6208333333333333,0.553985753177926,-7.37726866755289e-08,0.9954729560715573,0.9712998288028989,0.3068808708086741,-9.450079493070115e-51,-0.2805767961679307,0.9858037051640933,1.024954755209614,0,0.2805767754690307,0.9858036324387054,1.000001588862231,0.4834613529923267,0.8768008751034232,1.000001515089435,0.05011610757934034,0.9999995777022623,1.914050274100913,1.555557912361344,-5.477597165987697,0.994988389242066,0.1000001515089435,1,0
150,0,0.625,0.5539856361615728,-7.501509736932327e-08,0.9954729560820943,0.9712998352477387,0.3068808228407877,-9.397724618920649e-51,-0.2805767523115774,0.985803707748352,1.024954756235365,0,0.2805767312640864,0.985803633798191,1.000001314869722,0.4834611379898183,0.8768006775686779,1.000001239854528,0.05011606948874663,0.9999995777022623,1.914050274100913,1.555557484218155,-5.477597225239729,0.9949883930511253,0.1000001239854528,1,0
151,0,0.6291666666666667,0.5539855173054197,-7.606282557893513e-08,0.9954729562986233,0.9712998421367016,0.306880773159301,-9.345659800841075e-51,-0.2805767068885038,0.9858037106338549,1.024954758653749,0,0.2805766855470448,0.9858036356508397,1.000001039723216,0.4834609212918632,0.8768004798463269,1.000000963660308,0.05011603090153614,0.9999995777022623,1.914050274100913,1.555557054582701,-5.477597285264276,0.9949883969098462,0.1000000963660308,1,0
152,0,0.6333333333333333,0.5539853969269063,-7.691656038959511e-08,0.9954729567238784,0.9712998494526153,0.3068807219070724,-9.293883431304576e-51,-0.2805766600293234,0.9858037138153738,1.024954760919041,0,0.2805766384483268,0.9858036379907439,1.000000764134018,0.4834607034738483,0.8768002824346934,1.00000068721739,0.05011599190803285,0.9999995777022623,1.914050274100913,1.555556624560384,-5.477597345920834,0.9949884008091965,0.100000068721739,1,0
153,0,0.6375,0.5539852753475318,-7.757781376428748e-08,0.9954729573599451,0.9712998571770354,0.3068806692317443,-9.242393911488423e-51,-0.2805766118690233,0.9858037172867821,1.024954761015276,0,0.2805765901024957,0.9858036408102862,1.000000488812767,0.483460485112701,0.8768000858296245,1.000000411234901,0.05011595260002335,0.9999995777022623,1.914050274100913,1.555556195254291,-5.477597407066625,0.9949884047399973,0.1000000411234901,1,0
154,0,0.6416666666666666,0.5539851528923844,-7.804894998333042e-08,0.9954729582082417,0.9712998652902449,0.3068806152856284,-9.191189651207311e-51,-0.2805765625468601,0.985803721041044,1.024954756416031,0,0.2805765406481452,0.9858036441000999,1.00000021446807,0.4834602667858607,0.8767998905234612,1.000000136419087,0.05011591307061842,0.9999995777022623,1.914050274100913,1.555555767763024,-5.477597468556809,0.9949884086929377,0.1000000136419087,1,0
155,0,0.6458333333333334,0.5539850298896685,-7.833321508395599e-08,0.9954729592695005,0.9712998737712546,0.3068805602255917,-9.140269068846734e-51,-0.2805765122062551,0.9858037250702032,1.024954744044206,0,0.2805764902277867,0.9858036478490289,0.9999999418051437,0.4834600490702515,0.8767996970040056,0.9999998634719182,0.05011587341411446,0.9999995777022623,1.914050274100913,1.555555343178539,-5.477597530244704,0.9949884126585882,0.09999998634719182,1,0
156,0,0.65,0.5539849066702336,-7.843476629989047e-08,0.9954729605437495,0.9712998825978035,0.3068805042129428,-9.08963059129632e-51,-0.2805764609946904,0.9858037293653714,1.024954720231813,0,0.2805764389877368,0.9858036520440867,0.999999671524444,0.4834598325412532,0.8767995057534916,0.9999995930896953,0.05011583372585489,0.9999995777022623,1.914050274100913,1.55555492258397,-5.477597591982001,0.9949884166274144,0.09999995930896952,1,0
157,0,0.6541666666666667,0.5539847828202256,-7.833318081852038e-08,0.9954729620365717,0.9712998918009798,0.3068804470489281,-9.039272638468874e-51,-0.2805764087304484,0.9858037339423354,1.024954715939064,0,0.280576386752,0.9858036567211937,0.9999994027496342,0.4834596165484077,0.8767993161442103,0.9999993244164898,0.05011579381388843,0.9999995777022623,1.914050274100913,1.555554504647872,-5.47759765406728,0.9949884206186111,0.09999993244164894,1,0
158,0,0.6583333333333333,0.5539846590295444,-7.804390479385219e-08,0.9954729637449167,0.9712999013320793,0.3068803890696588,-8.989193664838277e-51,-0.2805763557208306,0.9858037387797824,1.024954713210951,0,0.2805763338235488,0.9858036618438096,0.9999991369370245,0.4834594022581221,0.8767991291891084,0.9999990588931741,0.05011575390965976,0.9999995777022623,1.914050274100913,1.555554091611603,-5.477597716140523,0.9949884246090339,0.09999990588931738,1,0
159,0,0.6625,0.5539845356111638,-7.757127950766893e-08,0.9954729656677458,0.9712999111681672,0.3068803304329288,-8.939392124357184e-51,-0.280576302110106,0.9858037438679152,1.024954710112517,0,0.2805762803454342,0.985803667397858,0.9999988747321418,0.4834591902082283,0.8767989453278269,0.9999987971609343,0.05011571410010253,0.9999995777022623,1.914050274100913,1.555553684472563,-5.477597778066499,0.9949884285899897,0.09999987971609339,1,0
160,0,0.6666666666666666,0.553984412840987,-7.691895147957949e-08,0.9954729678037731,0.9712999212881285,0.3068802712809632,-8.889866478973672e-51,-0.2805762480283088,0.9858037491975165,1.024954706334205,0,0.2805762264466676,0.9858036733705262,0.9999986166942674,0.4834589808713638,0.876798764937596,0.9999985397754053,0.0501156744576347,0.9999995777022623,1.914050274100913,1.555553284095074,-5.477597839732559,0.9949884325542364,0.09999985397754048,1,0
161,0,0.6708333333333333,0.5539842909943531,-7.609106803710985e-08,0.9954729701511851,0.9712999316700374,0.306880211758097,-8.840615199449429e-51,-0.2805761936074025,0.9858037547587273,1.02495470153954,0,0.2805761722580489,0.9858036797478672,0.9999983633736326,0.4834587747150537,0.8767985883875431,0.9999982872826707,0.05011563505419598,0.9999995777022623,1.914050274100913,1.555552891328598,-5.477597901026796,0.9949884364945802,0.09999982872826703,1,0
162,0,0.675,0.5539841703460365,-7.509227731570303e-08,0.99547297270764,0.9712999422911568,0.3068801520107752,-8.791636765359737e-51,-0.2805761389812796,0.9858037605410479,1.02495469536513,0,0.2805761179121664,0.9858036865147993,0.9999981153114185,0.4834585722017103,0.8767984160386946,0.999998040219264,0.05011559596124784,0.9999995777022623,1.914050274100913,1.555552507007743,-5.477597961838047,0.994988440403875,0.09999980402192632,1,0
163,0,0.6791666666666667,0.5539840511702482,-7.392772825871924e-08,0.9954729754702683,0.9712999531279385,0.3068800921875525,-8.742929665093488e-51,-0.2805760842857617,0.9858037665333377,1.024954687420667,0,0.280576063543397,0.9858036936551053,0.9999978730397562,0.4834583737886335,0.876798248243974,0.9999977991121665,0.05011555724977346,0.9999995777022623,1.914050274100913,1.555552131952258,-5.477598022055896,0.9949884442750226,0.09999977991121659,1,0
164,0,0.6833333333333333,0.5539839337406337,-7.260307061743566e-08,0.9954729784356723,0.9712999641560239,0.3068800324390935,-8.694492395853174e-51,-0.2805760296585993,0.9858037727238141,1.024954677288923,0,0.2805760092879062,0.9858037011514338,0.9999976370817266,0.4834581799280104,0.8767980853482037,0.9999975644788098,0.05011551899027776,0.9999995777022623,1.914050274100913,1.555551766967036,-5.477598081570668,0.9949884481009722,0.09999975644788091,1,0
165,0,0.6875,0.5539838183302753,-7.112445495104657e-08,0.9954729815999268,0.9712999753502425,0.3068799729181729,-8.646323463654889e-51,-0.2805759752394718,0.9858037791000543,1.024954664525757,0,0.2805759552836478,0.9858037089852983,0.9999974079513599,0.4834579910669156,0.8767979276881041,0.9999973368270738,0.05011548125278741,0.9999995777022623,1.914050274100913,1.555551412842114,-5.477598140273432,0.9949884518747213,0.09999973368270731,1,0
166,0,0.6916666666666667,0.5539837052116903,-6.949853262666329e-08,0.9954729849585782,0.9712999866846139,0.306879913779675,-8.598421383328331e-51,-0.2805759211699881,0.9858037856489935,1.024954648660108,0,0.2805759016703644,0.9858037171370773,0.9999971861536372,0.483457807647311,0.8767977755922929,0.9999971166552877,0.0501154441068508,0.9999995777022623,1.914050274100913,1.555551070352668,-5.477598198056001,0.9949884555893149,0.09999971166552872,1,0
167,0,0.6958333333333333,0.5539835946568322,-6.773245581931427e-08,0.9954729885066452,0.9712999981323458,0.3068798551805941,-8.5507846785168e-51,-0.2805758675936857,0.9858037923569261,1.024954629193999,0,0.280575848589587,0.9858037255860144,0.9999969721844887,0.4834576301060459,0.8767976293812871,0.9999969044522294,0.05011540762153806,0.9999995777022623,1.914050274100913,1.555550740259023,-5.477598254810935,0.9949884592378462,0.09999969044522293,1,0
168,0,0.7,0.55398348693709,-6.583387751194502e-08,0.9954729922386184,0.9713000096658353,0.3068797972800344,-8.5034118816772e-51,-0.2805758146560314,0.9858037992095056,1.024954605602535,0,0.280575796184635,0.9858037343102189,0.9999967665307947,0.483457458874857,0.8767974893675009,0.9999967006971269,0.05011537186544109,0.9999995777022623,1.914050274100913,1.555550423306641,-5.477598310431534,0.9949884628134558,0.09999967006971267,1,0
169,0,0.7041666666666666,0.5539833821013995,-6.378792472330682e-08,0.9954729961567088,0.9713000212916768,0.3068797400380074,-8.456301513893424e-51,-0.280575762320464,0.9858038062106962,1.024954584187793,0,0.2805757444231191,0.9858037433283169,0.9999965694832338,0.4834572941119633,0.8767973558153959,0.9999965056955298,0.05011533689186012,0.9999995777022623,1.914050274100913,1.555550119970824,-5.477598364834884,0.9949884663108142,0.099999650569553,1,0
170,0,0.7083333333333334,0.5539832802086364,-6.158131535619695e-08,0.995473000262209,0.9713000330139969,0.3068796834261591,-8.409452106018592e-51,-0.2805757105610598,0.9858038133629241,1.024954570900471,0,0.2805756932828412,0.9858037526558282,0.9999963813322943,0.4834571359831771,0.8767972289832174,0.9999963197512074,0.05011530275431846,0.9999995777022623,1.914050274100913,1.5555498307241,-5.477598417937729,0.9949884697245682,0.09999963197512077,1,0
171,0,0.7125,0.5539831817589952,-5.924712505547334e-08,0.9954730045394574,0.9713000447663923,0.306879627818933,-8.362862237920293e-51,-0.2805756597201674,0.9858038206302313,1.024954558015098,0,0.2805756430968706,0.9858037622241884,0.9999962027321192,0.4834569851837169,0.8767971092004722,0.9999961434852284,0.05011526953536127,0.9999995777022623,1.914050274100913,1.555549556532578,-5.477598469611664,0.9949884730464639,0.09999961434852286,1,0
