i,IDA Return Value,t,y[0],y[1],y[2],y[3],y[4],y[5],y[6],y[7],y[8],y[9],y[10],y[11],y[12],y[13],y[14],y[15],y[16],y[17],y[18],y[19],y[20],y[21],y[22],y[23],y[24]
2552,0,10.63333333333333,0.5544774760433315,-8.087786309777405e-07,0.9948970635954181,0.9707649072891896,0.3071282594107917,-1.50524521071554e-56,-0.2808029800327239,0.9852442010729265,1.024478637197056,0,0.2808027529267501,0.9852434042250091,0.9999941408222411,0.4823847836718057,0.87748707878582,0.9999933320456084,0.05188438365987717,0.9999995777022623,1.914050274100913,1.555545183182058,-5.474846514306856,0.9948115616340129,0.09999933320456099,1,0
2553,0,10.6375,0.5544762092946859,-8.044162496748202e-07,0.9948985057732244,0.9707662510999326,0.3071276124235899,-1.496905924894169e-56,-0.2808023885015681,0.9852456039039075,1.024479825330171,0,0.2808021626211553,0.985244811352601,0.9999941163643784,0.4823874271739701,0.8774853407489702,0.9999933119498462,0.05187995439199474,0.9999995777022623,1.914050274100913,1.555545151921984,-5.474853404279119,0.9948120045608009,0.09999933119498475,1,0
2554,0,10.64166666666667,0.5544749494559803,-8.000487748421321e-07,0.9948999444102749,0.9707675913867058,0.3071269686795705,-1.488612840026949e-56,-0.2808017999356074,0.985247003200847,1.024481010572436,0,0.2808015752821465,0.9852462149512602,0.9999941005635411,0.4823900710758339,0.8774836130920467,0.9999933005162542,0.05187553716217384,0.9999995777022623,1.914050274100913,1.555545134136396,-5.474860275525506,0.9948124462837832,0.09999933005162555,1,0
2555,0,10.64583333333333,0.5544736965198006,-7.956825662481705e-07,0.9949013795080393,0.9707689281456161,0.3071263282091971,-1.480365700130866e-56,-0.2808012143626945,0.9852483989630699,1.024482192840918,0,0.2808009909357792,0.9852476150140713,0.9999940933065198,0.4823927153401742,0.8774818956986283,0.9999932976252855,0.05187113193413661,0.9999995777022623,1.914050274100913,1.555545129639334,-5.474867128102453,0.994812886806587,0.0999993297625287,1,0
2556,0,10.65,0.5544724504641406,-7.913238715711409e-07,0.9949028110678365,0.9707702613734598,0.307125691036841,-1.472164250632177e-56,-0.2808006318051118,0.9852497911900856,1.024483372042721,0,0.2808004096025691,0.9852490115344184,0.9999940944458769,0.4823953599035447,0.8774801884276898,0.9999933031232814,0.05186673866643416,0.9999995777022623,1.914050274100913,1.555545138191772,-5.474873962074434,0.994813326133357,0.09999933031232826,1,0
2557,0,10.65416666666667,0.5544712112519505,-7.869788053918429e-07,0.9949042390908454,0.9707715910677626,0.3071250571805375,-1.46400823835751e-56,-0.2808000522793486,0.985251179881612,1.02448454807466,0,0.2807998312972749,0.9852504045060267,0.9999941037990647,0.4823980046755832,0.8774784911129939,0.9999933168216077,0.051862357312265,0.9999995777022623,1.914050274100913,1.555545159500279,-5.474880777514253,0.9948137642687739,0.09999933168216087,1,0
2558,0,10.65833333333333,0.5544699788306822,-7.826533281865697e-07,0.9949056635781131,0.9707729172268239,0.3071244266517421,-1.455897411524972e-56,-0.2807994757958785,0.9852525650375972,1.024485720822921,0,0.2807992560286817,0.9852517939230075,0.9999941211475412,0.4824006495383195,0.8774768035624854,0.9999933384957933,0.05185798781929378,0.9999995777022623,1.914050274100913,1.555545193215679,-5.474887574503319,0.994814201218071,0.09999933384957942,1,0
2559,0,10.6625,0.5544687531318345,-7.783532253200018e-07,0.9949070845305653,0.9707742398497577,0.3071237994550874,-1.447831519735255e-56,-0.2807989023589371,0.9852539466582421,1.024486890162731,0,0.2807986837993839,0.9852531797799008,0.9999941462358866,0.4824032943454824,0.8774751255576847,0.9999933678846683,0.05185363012946966,0.9999995777022623,1.914050274100913,1.555545238931706,-5.474894353131935,0.9948146369870534,0.0999993367884669,1,0
2560,0,10.66666666666667,0.554467534070501,-7.740840860380987e-07,0.994908501949016,0.9707755589365354,0.3071231755881393,-1.439810313962746e-56,-0.2807983319662988,0.9852553247440236,1.024488055958019,0,0.2807981146055688,0.9852545620717194,0.9999941787709212,0.4824059389218076,0.8774734568530802,0.999993404689502,0.05184928417884507,0.9999995777022623,1.914050274100913,1.55554529618367,-5.474901113499572,0.9948150715821157,0.09999934046895023,1,0
2561,0,10.67083333333333,0.5544663215449154,-7.698512824609933e-07,0.9949099158341767,0.9707768744880279,0.3071225550411533,-1.43183354654663e-56,-0.2807977646090544,0.9852566992957169,1.024489218061084,0,0.2807975484367994,0.9852559407939911,0.9999942184208207,0.4824085830623451,0.8774717971755238,0.9999934485731397,0.05184494989739406,0.9999995777022623,1.914050274100913,1.555545364447106,-5.474907855715164,0.9948155050102607,0.09999934485731395,1,0
2562,0,10.675,0.5544651156380503,-7.656533604930271e-07,0.994911326195286,0.9707781865114876,0.3071219378171902,-1.423900969744512e-56,-0.2807972002900024,0.9852580703217665,1.024490377332469,0,0.2807969852963887,0.9852573159563419,0.9999942654981356,0.4824112269433343,0.8774701467736528,0.9999934998493761,0.05184062734145251,0.9999995777022623,1.914050274100913,1.55554544421014,-5.474914579691072,0.9948159372658546,0.09999934998493759,1,0
2563,0,10.67916666666667,0.5544639168894561,-7.614763078995732e-07,0.9949127330591725,0.9707794950231068,0.307121323976811,-1.416012334858802e-56,-0.2807966390645128,0.985259437844746,1.024491536842369,0,0.280796425244023,0.9852586875942446,0.9999943218228246,0.4824138716556503,0.8774685071029122,0.9999935603514172,0.05183631686196518,0.9999995777022623,1.914050274100913,1.555545538324426,-5.474921284881386,0.9948163683138035,0.09999935603514166,1,0
2564,0,10.68333333333333,0.5544627246967829,-7.57343183608891e-07,0.9949141364040772,0.9707808000087634,0.3071207134632507,-1.408167402765647e-56,-0.2807960808806863,0.9852608018459517,1.02449269393569,0,0.2807958682209979,0.9852600556670608,0.9999943853571576,0.4824165159649247,0.8774668765178706,0.9999936280191389,0.05183201806338501,0.9999995777022623,1.914050274100913,1.555545643585327,-5.4749279719014,0.9948167981936614,0.09999936280191384,1,0
2565,0,10.6875,0.5544615389733698,-7.532584324807588e-07,0.9949155362316938,0.9707821014711456,0.3071201062603882,-1.400365931567561e-56,-0.2807955257237834,0.9852621623274744,1.024493848691102,0,0.2807953142113352,0.9852614201724799,0.9999944558461407,0.4824191596985574,0.877465254813305,0.9999937025930867,0.05182773089699382,0.9999995777022623,1.914050274100913,1.555545759589245,-5.474934640826898,0.9948172269103004,0.09999937025930858,1,0
2566,0,10.69166666666667,0.5544603596229544,-7.492263967019915e-07,0.994916932543639,0.9707833994135016,0.3071195023474632,-1.392607680799104e-56,-0.2807949735748235,0.985263519291584,1.024495001193108,0,0.2807947631948451,0.9852627811084692,0.9999945330143052,0.4824218026667745,0.8774636417699497,0.9999937837934323,0.05182345531161813,0.9999995777022623,1.914050274100913,1.555545885900894,-5.474941291737482,0.994817654468838,0.09999937837934314,1,0
2567,0,10.69583333333333,0.5544591865396734,-7.452513157864399e-07,0.9949183253414524,0.9707846938396411,0.3071189016990772,-1.384892411426882e-56,-0.2807944244105848,0.9852648727407278,1.02449615153204,0,0.2807942151471267,0.9852641384732738,0.999994616565708,0.4824244446626292,0.8774620371544963,0.9999938713199742,0.0518191912536292,0.9999995777022623,1.914050274100913,1.555546022053293,-5.474947924716576,0.9948180808746369,0.09999938713199732,1,0
2568,0,10.7,0.5544580196080635,-7.413373265749914e-07,0.9949197146265975,0.9707859847539344,0.3071183042851929,-1.377219885849544e-56,-0.2807938782036049,0.9852662226775321,1.024497299804059,0,0.2807936700395674,0.985265492265416,0.9999947061839315,0.4824270854620015,0.8774604407195931,0.999993964852138,0.05181493866694298,0.9999995777022623,1.914050274100913,1.55554616754777,-5.474954539851422,0.9948185061333054,0.09999939648521369,1,0
2569,0,10.70416666666667,0.5544568587030595,-7.37488463235569e-07,0.9949211004004607,0.9707872721613128,0.3071177100711345,-1.369589867897787e-56,-0.2807933349221799,0.9852675691048013,1.024498446111158,0,0.2807931278393435,0.9852668424836961,0.9999948015320833,0.4824297248235984,0.8774588522038453,0.9999940640489755,0.05181069749302017,0.9999995777022623,1.914050274100913,1.555546321853961,-5.47496113723308,0.9948189302506977,0.09999940640489745,1,0
2570,0,10.70833333333333,0.5544557036899959,-7.337086572631305e-07,0.9949224826643515,0.9707885560672687,0.3071171190175873,-1.362002122834351e-56,-0.2807927945303654,0.9852689120255181,1.024499590561158,0,0.2807925885094195,0.9852681891271918,0.9999949022527963,0.4824323624889534,0.8774572713318162,0.9999941685491658,0.05180646767086615,0.9999995777022623,1.914050274100913,1.555546484409813,-5.474967716956431,0.9948193532329132,0.09999941685491651,1,0
2571,0,10.7125,0.5544545544246064,-7.300017374796752e-07,0.9949238614195026,0.970789836477855,0.3071165310805982,-1.354456417354029e-56,-0.2807922569879754,0.9852702514428434,1.024500733267713,0,0.280792052008549,0.9852695321952588,0.9999950079682292,0.4824349981824271,0.8774556978140245,0.9999942779710143,0.05180224913703104,0.9999995777022623,1.914050274100913,1.555546654621577,-5.474974279120175,0.9948197750862968,0.09999942779710136,1,0
2572,0,10.71666666666667,0.554453410753024,-7.263714300342326e-07,0.9949252366670706,0.9707911133996864,0.3071159462115755,-1.346952519583653e-56,-0.2807917222505833,0.9852715873601166,1.024501874350303,0,0.2807915182912735,0.98527087168753,0.9999951182800658,0.4824376316112068,0.8774541313469473,0.9999943919124532,0.05179804182560968,0.9999995777022623,1.914050274100913,1.555546831863816,-5.474980823826831,0.9948201958174392,0.09999943919124531,1,0
2573,0,10.72083333333333,0.5544522731982305,-7.228046507273728e-07,0.9949266084413355,0.970792386853889,0.3071153645206369,-1.339490183900259e-56,-0.2807911904188681,0.9852729198063567,1.024503011293476,0,0.2807909874616632,0.9852722076465813,0.9999952347392274,0.4824402639523456,0.8774525731216216,0.9999945119379532,0.05179384590926852,0.9999995777022623,1.914050274100913,1.555547018570149,-5.474987350807806,0.9948206154090733,0.09999945119379533,1,0
2574,0,10.725,0.5544511414490647,-7.193082814363218e-07,0.994927976736621,0.9707936568453928,0.3071147859170528,-1.332069184348896e-56,-0.2807906614098769,0.9852742487801296,1.024504144759616,0,0.2807904594349093,0.9852735400640181,0.9999953565102023,0.4824428945795377,0.8774510225029535,0.9999946372049942,0.05178966126870456,0.9999995777022623,1.914050274100913,1.555547213429991,-5.474993860248683,0.9948210338731297,0.09999946372049942,1,0
2575,0,10.72916666666667,0.5544500151503662,-7.158899385809222e-07,0.9949293415455099,0.9707949233789884,0.3071142102972696,-1.324689297167414e-56,-0.2807901351289323,0.9852755742789011,1.024505275549264,0,0.280789934114288,0.9852748689295858,0.9999954826383037,0.4824455227747891,0.8774494787662099,0.9999947667511192,0.05178548777008176,0.9999995777022623,1.914050274100913,1.555547414946185,-5.475000352357652,0.994821451222992,0.09999947667511194,1,0
2576,0,10.73333333333333,0.5544488941618577,-7.125516721273093e-07,0.9949307028713666,0.9707961864645908,0.3071136376065134,-1.317350295060909e-56,-0.2807896115259552,0.9852768963086561,1.024506403605203,0,0.2807894114491402,0.9852761942472593,0.9999956127925091,0.4824481482892275,0.8774479416659622,0.9999949002432624,0.05178132535592995,0.9999995777022623,1.914050274100913,1.555547622600631,-5.47500682722411,0.9948218674644073,0.09999949002432626,1,0
2577,0,10.7375,0.5544477783365518,-7.092953590437031e-07,0.9949320607176174,0.9707974461127341,0.3071130677860593,-1.310051952102617e-56,-0.2807890905472544,0.9852782148756639,1.024507528864931,0,0.2807888913852424,0.9852775160214713,0.9999957466296125,0.4824507708630665,0.8774464109490886,0.9999950373363479,0.05177717396733817,0.9999995777022623,1.914050274100913,1.555547835856542,-5.475013284939698,0.9948222826032664,0.09999950373363481,1,0
2578,0,10.74166666666667,0.5544466675207487,-7.061227033004155e-07,0.9949334150877519,0.9707987023345724,0.3071125007732317,-1.302794043733929e-56,-0.2807885721355261,0.9852795299864799,1.024508651260661,0,0.2807883738648071,0.9852788342571117,0.999995883794224,0.4824533902256058,0.8774448863547738,0.9999951776732896,0.05177303354395473,0.9999995777022623,1.914050274100913,1.555548054158451,-5.475019725598295,0.9948226966456049,0.09999951776732897,1,0
2579,0,10.74583333333333,0.554445561554037,-7.030352358698406e-07,0.9949347659853234,0.9707999551418792,0.3071119365014032,-1.295576346764366e-56,-0.2807880562298545,0.9852808416479455,1.024509770719319,0,0.2807878588264821,0.9852801489595271,0.9999960239187695,0.4824560060952308,0.8774433676145103,0.9999953208849913,0.05176890402398712,0.9999995777022623,1.914050274100913,1.555548276932209,-5.475026149296021,0.9948231095976016,0.09999953208849914,1,0
2580,0,10.75,0.5544444602692945,-7.000343147264606e-07,0.9949361134139472,0.9708012045470478,0.307111374899996,-1.288398639371598e-56,-0.2807875427657108,0.9852821498671871,1.024510887162547,0,0.2807873462053511,0.9852814601345218,0.9999961666234918,0.4824586181794133,0.8774418544520968,0.9999954665903468,0.05176478534420211,0.9999995777022623,1.914050274100913,1.555548503584984,-5.475032556131242,0.9948235214655801,0.09999954665903471,1,0
2581,0,10.75416666666667,0.5544433634926869,-6.971211248468454e-07,0.994937457377302,0.9708024505630911,0.3071108158944809,-1.281260701101437e-56,-0.2807870316749541,0.9852834546516175,1.024512000506701,0,0.2807868359329336,0.985282767788357,0.9999963115164495,0.4824612261747108,0.8774403465836395,0.99999561439624,0.05176067743992568,0.9999995777022623,1.914050274100913,1.555548733505262,-5.47503894620456,0.9948239322560076,0.099999561439624,1,0
2582,0,10.75833333333333,0.5544422710436692,-6.942966782096507e-07,0.9949387978791298,0.9708036932036419,0.3071102594063777,-1.274162312867839e-56,-0.2807865228858312,0.9852847560089343,1.024513110662854,0,0.2807863279371846,0.9852840719277516,0.9999964581935173,0.4824638297667669,0.8774388437175514,0.9999957638975445,0.05175658024504304,0.9999995777022623,1.914050274100913,1.555548966062847,-5.475045319618821,0.9948243419754959,0.09999957638975446,1,0
2583,0,10.7625,0.5544411828693177,-6.915678297493035e-07,0.994940134930527,0.9708049324816589,0.3071097054201123,-1.26710325182483e-56,-0.2807860163841028,0.9852860539509797,1.024514217979249,0,0.2807858222019599,0.9852853725577478,0.9999966065389829,0.4824664288688492,0.8774373457540178,0.9999959149716872,0.05175249372425667,0.9999995777022623,1.914050274100913,1.555549201067069,-5.475051676428932,0.9948247506275745,0.09999959149716871,1,0
2584,0,10.76666666666667,0.5544400992929872,-6.889584130379246e-07,0.9949414685634437,0.9708061684070345,0.3071091541067711,-1.26008328187432e-56,-0.2807855123261909,0.98528734850088,1.024515324060302,0,0.2807853188770866,0.9852866696777645,0.9999967572819568,0.4824690240633887,0.8774358531542125,0.9999960683238928,0.05174841793279668,0.9999995777022623,1.914050274100913,1.555549439614944,-5.475058016548981,0.9948251582067205,0.09999960683238926,1,0
2585,0,10.77083333333333,0.5544390197218722,-6.864513602525671e-07,0.9949427987605246,0.9708074009990348,0.307108605180862,-1.253102203003734e-56,-0.280785010451074,0.9852886396559286,1.024516427509678,0,0.2807848177062466,0.9852879633021182,0.9999969091043105,0.4824716143069854,0.8774343650212214,0.9999962226531622,0.05174435270606355,0.9999995777022623,1.914050274100913,1.555549679682696,-5.475064340235009,0.9948255647293937,0.09999962226531621,1,0
2586,0,10.775,0.5544379439860079,-6.840486674825831e-07,0.9949441255277949,0.970808630273411,0.3071080585667273,-1.246159800170878e-56,-0.2807845106895794,0.9852899274260412,1.024517528340579,0,0.2807843186197053,0.9852892534387623,0.9999970616369325,0.4824741993080857,0.8774328810882589,0.9999963775883972,0.05174029798116681,0.9999995777022623,1.914050274100913,1.555549920693062,-5.475070647584849,0.9948259702018833,0.09999963775883974,1,0
2587,0,10.77916666666667,0.554436871910859,-6.817522537049404e-07,0.994945448871459,0.9708098562465125,0.3071075141858244,-1.239255859619956e-56,-0.2807840129698968,0.9852912118214803,1.024518626567976,0,0.2807838215451114,0.9852905400960732,0.999997214503319,0.482476778768024,0.8774314010840244,0.9999965327511844,0.05173625369428941,0.9999995777022623,1.914050274100913,1.555550162057398,-5.475076938697769,0.994826374630571,0.09999965327511845,1,0
2588,0,10.78333333333333,0.5544358033173207,-6.795639607842268e-07,0.9949467687979007,0.9708110789352888,0.3071069719567248,-1.232390168881584e-56,-0.2807835172175771,0.9852924928528558,1.024519722208606,0,0.2807833264074973,0.9852918232828505,0.9999973673195731,0.4824793523810228,0.8774299247327048,0.9999966877557949,0.05173221978068761,0.9999995777022623,1.914050274100913,1.555550403175681,-5.475083213674482,0.9948267780219313,0.09999966877557948,1,0
2589,0,10.7875,0.5544347380217164,-6.774855534726485e-07,0.9949480853136827,0.970812298357288,0.3071064317951147,-1.225562516772788e-56,-0.2807830233555335,0.9852937705311248,1.024520815280972,0,0.2807828331292787,0.985293103008317,0.9999975196944053,0.4824819198341924,0.8774284517539721,0.9999968422091845,0.0517281961746911,0.9999995777022623,1.914050274100913,1.555550643436509,-5.475089472617143,0.9948271803825307,0.09999968422091843,1,0
2590,0,10.79166666666667,0.5544336758358006,-6.755187194100307e-07,0.9949493984255472,0.9708135145306571,0.3071058936137948,-1.218772693397004e-56,-0.280782531304041,0.9852950448675911,1.024521905805346,0,0.280782341630255,0.9852943792821189,0.9999976712291334,0.4824844808075311,0.8774269818629847,0.9999969957109945,0.05172418280970294,0.9999995777022623,1.914050274100913,1.555550882217102,-5.475095715629348,0.9948275817190297,0.09999969957109943,1,0
2591,0,10.79583333333333,0.5544326165667562,-6.736650691238174e-07,0.9949507081404155,0.9708147274741422,0.3071053573226803,-1.212020490144074e-56,-0.2807820409807363,0.9852963158739061,1.024522993803764,0,0.2807818518276087,0.9852956521143252,0.9999978215176826,0.482487034973925,0.877425514770388,0.9999971478535505,0.05172017961819957,0.9999995777022623,1.914050274100913,1.555551118883301,-5.47510194281613,0.9948279820381801,0.09999971478535505,1,0
2592,0,10.8,0.5544315600171968,-6.719261360290703e-07,0.9949520144653883,0.9708159372070888,0.3071048228288011,-1.20530569969025e-56,-0.2807815523006183,0.9852975835620684,1.024524079300032,0,0.2807813636359064,0.9852969215154289,0.9999979701465853,0.4824895819991483,0.8774240501823122,0.9999972982218632,0.05171618653173077,0.9999995777022623,1.914050274100913,1.555551352789565,-5.475108154283972,0.9948283813468269,0.09999972982218631,1,0
2593,0,10.80416666666667,0.5544305059851646,-6.703033764284723e-07,0.9949533174077451,0.9708171437494411,0.3071042900363014,-1.1986281159982e-56,-0.2807810651760471,0.9852988479444234,1.02452516231972,0,0.2807808769670974,0.9852981874963456,0.9999981166949808,0.4824921215418631,0.8774225878003746,0.9999974463936282,0.05171220348091974,0.9999995777022623,1.914050274100913,1.555551583278977,-5.47511435014079,0.994828779651908,0.0999997446393628,1,0
2594,0,10.80833333333333,0.5544294548755894,-6.687632936353634e-07,0.9949546169899355,0.9708183470940491,0.3071037591324524,-1.191987516355591e-56,-0.2807805797782422,0.9853001090315809,1.024526242321136,0,0.2807803920019155,0.9852994501004159,0.9999982620765646,0.4824946545288936,0.8774211282017321,0.999997593315655,0.05170823039817523,0.9999995777022623,1.914050274100913,1.555551811824352,-5.475120530491726,0.9948291769601824,0.09999975933156548,1,0
2595,0,10.8125,0.5544284063969019,-6.673117795946486e-07,0.9949559132176251,0.9708195472656997,0.3071032299779864,-1.185383699661726e-56,-0.2807800959798734,0.9853013668368549,1.024527319408273,0,0.2807799086113595,0.9853007093351909,0.9999984056790829,0.4824971804368444,0.8774196709631543,0.9999977383698632,0.0517042672119102,0.9999995777022623,1.914050274100913,1.555552037464232,-5.475126695448139,0.9948295732788089,0.0999997738369863,1,0
2596,0,10.81666666666667,0.5544273601517336,-6.659604229480747e-07,0.9949572060941764,0.9708207442943637,0.3071027023834005,-1.178816469075887e-56,-0.2807796136076806,0.9853026213742513,1.024528393781095,0,0.2807794266188805,0.9853019652033459,0.9999985466607249,0.4824996985240823,0.8774182155112005,0.9999978807029842,0.05170031384916207,0.9999995777022623,1.914050274100913,1.555552258871309,-5.475132845123523,0.9948299686150837,0.09999978807029841,1,0
2597,0,10.82083333333333,0.5544263159682745,-6.647076092859393e-07,0.9949584956287731,0.9708219382001884,0.3071021762639501,-1.172285622283782e-56,-0.2807791325841829,0.9853038726573392,1.024529465427173,0,0.2807789459474577,0.9853032177200246,0.9999986846773455,0.4825022085218262,0.8774167615991351,0.9999980199724698,0.05169637023706234,0.9999995777022623,1.914050274100913,1.555552475512731,-5.475138979631236,0.9948303629762937,0.09999980199724698,1,0
2598,0,10.825,0.5544252736728402,-6.63551493333067e-07,0.994959781830845,0.9708231290037975,0.3071016515332658,-1.165790958178343e-56,-0.2807786528304144,0.9853051207000258,1.024530534333334,0,0.2807784665186502,0.9853044669009343,0.9999988193833225,0.4825047101598053,0.8774153089795886,0.9999981558345248,0.05169243630182786,0.9999995777022623,1.914050274100913,1.555552686853705,-5.475145099086045,0.9948307563698172,0.09999981558345247,1,0
2599,0,10.82916666666667,0.5544242330898715,-6.624899989488129e-07,0.9949610647100658,0.9708243167262923,0.307101128103354,-1.159332276859727e-56,-0.2807781742659236,0.9853063655165564,1.024531600485666,0,0.2807779882525975,0.9853057127623471,0.9999989504315573,0.4825072031662587,0.8774138574045571,0.9999982879441067,0.05168851196876081,0.9999995777022623,1.914050274100913,1.555552892357499,-5.47515120360415,0.9948311488031237,0.09999982879441066,1,0
2600,0,10.83333333333333,0.5544231940419345,-6.615208191270592e-07,0.9949623442763558,0.9708255013892505,0.3071006058845965,-1.152909379635316e-56,-0.2807776968087738,0.9853076071215136,1.024532663869512,0,0.2807775110680186,0.9853069553210991,0.9999990774734748,0.4825096872679355,0.8774124066254028,0.999998415954926,0.0516845971622487,0.9999995777022623,1.914050274100913,1.555553091485441,-5.475157293303169,0.9948315402837751,0.09999984159549259,1,0
2601,0,10.8375,0.5544221563497204,-6.606414159962193e-07,0.9949636205398796,0.9708266830147276,0.3071000847857503,-1.146522069019723e-56,-0.2807772203755432,0.9853088455298187,1.024533724469477,0,0.2807770348822126,0.9853081945945908,0.9999992001590228,0.4825121621900952,0.8774109563928537,0.9999985395194462,0.05168069180576439,0.9999995777022623,1.914050274100913,1.555553283696917,-5.475163368302145,0.9948319308194236,0.09999985395194462,1,0
2602,0,10.84166666666667,0.5544211198320458,-6.598490208192333e-07,0.9949648935110479,0.970827861625255,0.3070995647139483,-1.140170148734776e-56,-0.2807767448813241,0.9853100807567307,1.02453478226942,0,0.2807765596110586,0.9853094306007874,0.9999993181366728,0.4825146276565072,0.8774095064570041,0.999998658288884,0.05167679582186608,0.9999995777022623,1.914050274100913,1.555553468449375,-5.475169428721542,0.9948323204178132,0.0999998658288884,1,0
2603,0,10.84583333333333,0.5544200843058523,-6.591406339935709e-07,0.9949661632005162,0.9708290372438415,0.3070990455746982,-1.133853423709533e-56,-0.2807762702397241,0.9853113128178461,1.024535837252463,0,0.2807760851690158,0.9853106633582175,0.9999994310534196,0.4825170833894509,0.877408056567314,0.9999987719132084,0.05167290913219726,0.9999995777022623,1.914050274100913,1.555553645198324,-5.475175474683249,0.9948327090867802,0.09999987719132085,1,0
2604,0,10.85,0.5544190497765553,-6.585121583842826e-07,0.9949674296191668,0.9708302098819216,0.3070985273522419,-1.127571696335476e-56,-0.2807757964363353,0.9853125417242684,1.024536889425943,0,0.2807756115427786,0.9853118928821397,0.9999995389940965,0.4825195294527841,0.8774066067883276,0.9999988804814647,0.05166903172037608,0.9999995777022623,1.914050274100913,1.555553814082279,-5.475181506212749,0.9948330968279623,0.09999988804814648,1,0
2605,0,10.85416666666667,0.5544180169678163,-6.579559872281404e-07,0.9949686927780571,0.9708313795058118,0.3070980103332054,-1.121324756044036e-56,-0.2807753237332165,0.9853137674691587,1.02453793889089,0,0.2807751389962751,0.9853131191738675,0.9999996437040716,0.4825219672067655,0.8774051583783781,0.999998985747273,0.05166516380702775,0.9999995777022623,1.914050274100913,1.555553977829091,-5.475187522966847,0.9948334836192971,0.09999989857472731,1,0
2606,0,10.85833333333333,0.5544169850185767,-6.574714897019766e-07,0.9949699526886437,0.9708325461825232,0.3070974941343704,-1.115112424613909e-56,-0.2807748517799958,0.9853149900861953,1.024538985540028,0,0.2807746671795261,0.9853143422671702,0.9999997432740921,0.4825243951573662,0.8774037099697927,0.9999990858014856,0.05166130508890459,0.9999995777022623,1.914050274100913,1.555554133468977,-5.475193525417261,0.9948338694911095,0.09999990858014855,1,0
2607,0,10.8625,0.5544159538002149,-6.570544607442958e-07,0.9949712093625581,0.9708337099330511,0.3070969786808934,-1.108934510584562e-56,-0.2807743805082454,0.9853162095907549,1.02454002936163,0,0.2807741960252768,0.9853155621815861,0.9999998374881913,0.482526813132534,0.8774022614122248,0.9999991804323561,0.05165745550445446,0.9999995777022623,1.914050274100913,1.555554280672554,-5.47519951365974,0.9948342544495545,0.09999991804323563,1,0
2608,0,10.86666666666667,0.5544149231857841,-6.567004482686829e-07,0.9949724628116757,0.9708348707786427,0.3070964638978051,-1.102790823632872e-56,-0.2807739098494218,0.9853174259984622,1.024541070343694,0,0.2807737254662255,0.9853167789371466,0.999999926137117,0.4825292209651232,0.8774008125605791,0.9999992694351016,0.05165361499238313,0.9999995777022623,1.914050274100913,1.555554419121269,-5.475205487789628,0.9948346385007616,0.09999992694351016,1,0
2609,0,10.87083333333333,0.5544138930500114,-6.564047531638032e-07,0.994973713048117,0.9708360287407982,0.3070959497100098,-1.096681174573107e-56,-0.2807734397348661,0.9853186393251893,1.024542108473943,0,0.2807732554350241,0.9853179925543758,1.000000009018331,0.4825316184928953,0.877399363275014,0.999999352611902,0.05164978349165431,0.9999995777022623,1.914050274100913,1.555554548507403,-5.475211447901873,0.9948350216508346,0.09999993526119021,1,0
2610,0,10.875,0.5544128632692991,-6.561624292934019e-07,0.9949749600842481,0.9708371838412695,0.3070954360422855,-1.090605375356941e-56,-0.2807729700958039,0.9853198495870564,1.024543143739821,0,0.2807727858642775,0.9853192030542907,1.000000085936011,0.4825340055585183,0.8773979134209403,0.9999994297718998,0.05164596094148965,0.9999995777022623,1.914050274100913,1.555554668534066,-5.475217394091017,0.9948354039058509,0.09999994297718999,1,0
2611,0,10.87916666666667,0.5544118337217229,-6.559682834963052e-07,0.994976203932679,0.9708383361020608,0.3070949228192842,-1.084563239073449e-56,-0.2807725008633457,0.9853210568004316,1.024544176128498,0,0.2807723166865442,0.9853204104584006,1.000000156701048,0.4825363820095672,0.8773964628690212,0.9999995007312007,0.05164214728136875,0.9999995777022623,1.914050274100913,1.555554778915201,-5.475223326451206,0.9948357852718631,0.09999995007312008,1,0
2612,0,10.88333333333333,0.5544108042870336,-6.558168755864195e-07,0.9949774446062658,0.9708394855454286,0.3070944099655317,-1.078554579949105e-56,-0.2807720319684861,0.9853222609819308,1.024545205626867,0,0.2807718478343359,0.9853216147887085,1.000000221131049,0.4825387476985233,0.8773950114951731,0.9999995653128736,0.05163834245102913,0.9999995777022623,1.914050274100913,1.555554879375581,-5.475229245076179,0.9948361657548971,0.09999995653128738,1,0
2613,0,10.8875,0.5544097748466562,-6.557025183527315e-07,0.9949786821181082,0.9708406321938821,0.3070938974054269,-1.072579213347787e-56,-0.2807715633421047,0.9853234621484177,1.024546232221544,0,0.2807713792401174,0.9853228160677093,1.000000279050334,0.4825411024827753,0.8773935591805648,0.99999962334695,0.05163454639046627,0.9999995777022623,1.914050274100913,1.555554969650812,-5.475235150059276,0.9948365453609533,0.09999996233469502,1,0
2614,0,10.89166666666667,0.5544087452836901,-6.556192775593083e-07,0.9949799164815524,0.9708417760701816,0.3070933850632432,-1.066636955770773e-56,-0.2807710949149654,0.9853246603170041,1.024547255898868,0,0.2807709108363072,0.9853240143183913,1.000000330289938,0.4825434462246181,0.8773921058116178,0.9999996746704249,0.05163075903993356,0.9999995777022623,1.914050274100913,1.555555049487328,-5.475241041493438,0.9948369240960067,0.0999999674670425,1,0
